term_id,term_str,n,num,stop,p_stem
14335,muddied,1,0,0,muddi
14336,muddy,1,0,0,muddi
14337,mudsill,1,0,0,mudsil
14338,muffins,2,0,0,muffin
14339,mulatto,50,0,0,mulatto
14340,mulatto208,1,0,0,mulatto208
14341,mulattoes,36,0,0,mulatto
14342,mulattoes90,1,0,0,mulattoes90
14343,mulching,1,0,0,mulch
14344,mule,22,0,0,mule
14345,muleback,1,0,0,muleback
14346,mules,22,0,0,mule
14347,muleteam,1,0,0,muleteam
14348,muller,1,0,0,muller
14349,multifarious,1,0,0,multifari
14350,multiples,1,0,0,multipl
14351,multiplication,1,0,0,multipl
14352,multiplied,5,0,0,multipli
14353,multiplies,1,0,0,multipli
14354,multiply,3,0,0,multipli
14355,multiplying,4,0,0,multipli
14356,multitude,10,0,0,multitud
14357,multitudes,5,0,0,multitud
14358,mum,1,0,0,mum
14359,mumbled,1,0,0,mumbl
14360,mummies,1,0,0,mummi
14361,mun,1,0,0,mun
14362,mundane,1,0,0,mundan
14363,mungo,5,0,0,mungo
14364,municipal,4,0,0,municip
14365,munitions,2,0,0,munit
14366,munson,1,0,0,munson
14367,murder,76,0,0,murder
14368,murdered,26,0,0,murder
14369,murderer,11,0,0,murder
14370,murderers,8,0,0,murder
14371,murderess,2,0,0,murderess
14372,murdering,5,0,0,murder
14373,murderous,9,0,0,murder
14374,murders,13,0,0,murder
14375,murk,1,0,0,murk
14376,murky,2,0,0,murki
14377,murmur,9,0,0,murmur
14378,murmured,3,0,0,murmur
14379,murmuring,3,0,0,murmur
14380,murmurs,4,0,0,murmur
14381,murphy,2,0,0,murphi
14382,murray,8,0,0,murray
14383,musa,6,0,0,musa
14384,muscle,3,0,0,muscl
14385,muscled,2,0,0,muscl
14386,muscles,4,0,0,muscl
14387,muscovite,1,0,0,muscovit
14388,muscular,5,0,0,muscular
14389,muse,2,0,0,muse
14390,mused,2,0,0,muse
14391,museum,3,0,0,museum
14392,museums,2,0,0,museum
14393,musgrave,6,0,0,musgrav
14394,mush,7,0,0,mush
14395,mushroom,1,0,0,mushroom
14396,music,101,0,0,music
14397,musical,8,0,0,music
14398,musician,4,0,0,musician
14399,musing,4,0,0,muse
14400,musings,1,0,0,muse
14401,musket,4,0,0,musket
14402,muskets,2,0,0,musket
14403,mussulman,2,0,0,mussulman
14404,must,817,0,0,must
14405,mustaches,1,0,0,mustach
14406,mustard,1,0,0,mustard
14407,muster,1,0,0,muster
14408,mustered,4,0,0,muster
14409,mustnt,1,0,0,mustnt
14410,musty,1,0,0,musti
14411,mutations,1,0,0,mutat
14412,mute,2,0,0,mute
14413,mutemua,1,0,0,mutemua
14414,mutesa,3,0,0,mutesa
14415,mutesas,1,0,0,mutesa
14416,mutilated,2,0,0,mutil
14417,mutilating,1,0,0,mutil
14418,mutilation,1,0,0,mutil
14419,mutinies,1,0,0,mutini
14420,mutiny,2,0,0,mutini
14421,mutter,4,0,0,mutter
14422,muttered,4,0,0,mutter
14423,muttering,7,0,0,mutter
14424,mutterings,3,0,0,mutter
14425,mutters,1,0,0,mutter
14426,mutton,2,0,0,mutton
14427,mutual,28,0,0,mutual
14428,mutually,8,0,0,mutual
14429,mwanga,1,0,0,mwanga
14430,mwata,1,0,0,mwata
14431,my,3608,0,1,my
14432,my212,1,0,0,my212
14433,my236,1,0,0,my236
14434,my59,1,0,0,my59
14435,my70,1,0,0,my70
14436,myers,1,0,0,myer
14437,myo,1,0,0,myo
14438,myriad,2,0,0,myriad
14439,myriads,3,0,0,myriad
14440,myrtle,1,0,0,myrtl
14441,myrtles,1,0,0,myrtl
14442,myself,324,0,1,myself
14443,mysteries,8,0,0,mysteri
14444,mysterious,19,0,0,mysteri
14445,mystery,19,0,0,mysteri
14446,mystic,10,0,0,mystic
14447,mystical,1,0,0,mystic
14448,myth,4,0,0,myth
14449,mythical,1,0,0,mythic
14450,myths,2,0,0,myth
14451,mzidi,1,0,0,mzidi
14452,mémoires,1,0,0,mémoir
14453,n,23,0,0,n
14454,nadir,1,0,0,nadir
14455,naferas,1,0,0,nafera
14456,nail,2,0,0,nail
14457,nailed,1,0,0,nail
14458,nailing,1,0,0,nail
14459,nails,4,0,0,nail
14460,naked,35,0,0,nake
14461,nakedness,7,0,0,naked
14462,namakwa,1,0,0,namakwa
14463,namaqua,1,0,0,namaqua
14464,name,243,0,0,name
14465,named,59,0,0,name
14466,named130,1,0,0,named130
14467,nameless,8,0,0,nameless
14468,namelessly,1,0,0,namelessli
14469,namely,17,0,0,name
14470,names,66,0,0,name
14471,namesake,1,0,0,namesak
14472,naming,1,0,0,name
14473,nance,1,0,0,nanc
14474,nanny,1,0,0,nanni
14475,nantucket,4,0,0,nantucket
14476,nap,2,0,0,nap
14477,napkin,1,0,0,napkin
14478,napkins,1,0,0,napkin
14479,naples,1,0,0,napl
14480,napoleon,12,0,0,napoleon
14481,naps,3,0,0,nap
14482,narrate,9,0,0,narrat
14483,narrated,4,0,0,narrat
14484,narrating,3,0,0,narrat
14485,narration,7,0,0,narrat
14486,narrations,1,0,0,narrat
14487,narrative,10,0,0,narr
14488,narratives,1,0,0,narr
14489,narrator,2,0,0,narrat
14490,narrow,49,0,0,narrow
14491,narrowed,6,0,0,narrow
14492,narrower,2,0,0,narrow
14493,narrowing,1,0,0,narrow
14494,narrowly,6,0,0,narrowli
14495,narrowness,4,0,0,narrow
14496,nashville,12,0,0,nashvil
14497,nassau,2,0,0,nassau
14498,nastiest,1,0,0,nastiest
14499,nastosenen,1,0,0,nastosenen
14500,nasty,2,0,0,nasti
14501,nat,16,0,0,nat
14502,natal,5,0,0,natal
14503,nathalie,2,0,0,nathali
14504,nathan,6,0,0,nathan
14505,nathaniel,4,0,0,nathaniel
14506,nation,244,0,0,nation
14507,national,109,0,0,nation
14508,nationalization,2,0,0,nation
14509,nationalized,1,0,0,nation
14510,nationhood,1,0,0,nationhood
14511,nations,79,0,0,nation
14512,native,85,0,0,nativ
14513,natives,39,0,0,nativ
14514,nativity,1,0,0,nativ
14515,nats,1,0,0,nat
14516,natural,165,0,0,natur
14517,naturalist,1,0,0,naturalist
14518,naturalized,1,0,0,natur
14519,naturally,76,0,0,natur
14520,nature,171,0,0,natur
14521,natured,7,0,0,natur
14522,natures,7,0,0,natur
14523,naught,3,0,0,naught
14524,nausea,1,0,0,nausea
14525,nauseated,1,0,0,nauseat
14526,nauseating,1,0,0,nauseat
14527,naval,3,0,0,naval
14528,navies,1,0,0,navi
14529,navigation,3,0,0,navig
14530,navy,4,0,0,navi
14531,naw,1,0,0,naw
14532,nay,7,0,0,nay
14533,nazir,1,0,0,nazir
14534,nc,4,0,0,nc
14535,neal,1,0,0,neal
14536,near,188,0,0,near
14537,nearby,4,0,0,nearbi
14538,neared,2,0,0,near
14539,nearer,24,0,0,nearer
14540,nearest,15,0,0,nearest
14541,nearly,242,0,0,nearli
14542,nearness,1,0,0,near
14543,neat,27,0,0,neat
14544,neater,1,0,0,neater
14545,neath,3,0,0,neath
14546,neatly,7,0,0,neatli
14547,neatness,7,0,0,neat
14548,nebraska,11,0,0,nebraska
14549,neccessarysic,1,0,0,neccessarys
14550,necessaries,8,0,0,necessari
14551,necessaries154,1,0,0,necessaries154
14552,necessarily,16,0,0,necessarili
14553,necessary,162,0,0,necessari
14554,necessities,12,0,0,necess
14555,necessity,62,0,0,necess
14556,necho,1,0,0,necho
14557,neck,26,0,0,neck
14558,necked,3,0,0,neck
14559,necklaced,1,0,0,necklac
14560,necks,3,0,0,neck
14561,ned,8,0,0,ned
14562,neds,1,0,0,ned
14563,need,156,0,0,need
14564,needed,84,0,0,need
14565,needest,3,0,0,needest
14566,needful,12,0,0,need
14567,needing,4,0,0,need
14568,needle,2,0,0,needl
14569,needles,2,0,0,needl
14570,needless,4,0,0,needless
14571,needlessly,1,0,0,needlessli
14572,needs,81,0,0,need
14573,needy,4,0,0,needi
14574,neer,1,0,0,neer
14575,nefert,1,0,0,nefert
14576,nefertari,5,0,0,nefertari
14577,negars,2,0,0,negar
14578,negative,9,0,0,neg
14579,negatively,1,0,0,neg
14580,negers,1,0,0,neger
14581,neglect,20,0,0,neglect
14582,neglected,32,0,0,neglect
14583,neglects,1,0,0,neglect
14584,negotiate,1,0,0,negoti
14585,negotiating,1,0,0,negoti
14586,negotiation,2,0,0,negoti
14587,negotiations,6,0,0,negoti
14588,negress,2,0,0,negress
14589,negro,1772,0,0,negro
14590,negroes,643,0,0,negro
14591,negroid,27,0,0,negroid
14592,negroids,10,0,0,negroid
14593,negroland,8,0,0,negroland
14594,negros,65,0,0,negro
14595,nehesi,1,0,0,nehesi
14596,neighbor,17,0,0,neighbor
14597,neighborhood,49,0,0,neighborhood
14598,neighborhoods,2,0,0,neighborhood
14599,neighboring,13,0,0,neighbor
14600,neighborly,1,0,0,neighborli
14601,neighbors,56,0,0,neighbor
14602,neighbors86,1,0,0,neighbors86
14603,neighbour,9,0,0,neighbour
14604,neighbourhood,14,0,0,neighbourhood
14605,neighbourhoods,2,0,0,neighbourhood
14606,neighbouring,2,0,0,neighbour
14607,neighbours,5,0,0,neighbour
14608,neill,1,0,0,neill
14609,neills,1,0,0,neill
14610,neith,2,0,0,neith
14611,neither,129,0,0,neither
14612,nell,3,0,0,nell
14613,nelly,12,0,0,nelli
14614,nellys,1,0,0,nelli
14615,nelson,5,0,0,nelson
14616,nematode,1,0,0,nematod
14617,nemesis,2,0,0,nemesi
14618,nep,1,0,0,nep
14619,nepata,8,0,0,nepata
14620,nephew,3,0,0,nephew
14621,nero,1,0,0,nero
14622,nerve,9,0,0,nerv
14623,nerved,4,0,0,nerv
14624,nerves,6,0,0,nerv
14625,nervous,18,0,0,nervou
14626,nervously,7,0,0,nervous
14627,nervousness,1,0,0,nervous
14628,ness,1,0,0,ness
14629,nest,6,0,0,nest
14630,nested,1,0,0,nest
14631,nesting,1,0,0,nest
14632,nestled,4,0,0,nestl
14633,nestles,1,0,0,nestl
14634,nests,2,0,0,nest
14635,net,13,0,0,net
14636,netherlands,1,0,0,netherland
14637,nets,3,0,0,net
14638,nettled,1,0,0,nettl
14639,neufchatel,1,0,0,neufchatel
14640,neutralised,1,0,0,neutralis
14641,neutrality,2,0,0,neutral
14642,neutralize,1,0,0,neutral
14643,neutralized,1,0,0,neutral
14644,never,583,0,0,never
14645,nevertheless,71,0,0,nevertheless
14646,new,913,0,0,new
14647,newborn,1,0,0,newborn
14648,newburyport,1,0,0,newburyport
14649,newby,4,0,0,newbi
14650,newcomer,2,0,0,newcom
14651,newcomers,4,0,0,newcom
14652,newel,1,0,0,newel
14653,newer,9,0,0,newer
14654,newest,1,0,0,newest
14655,newly,16,0,0,newli
14656,newman,1,0,0,newman
14657,newness,3,0,0,new
14658,newport,6,0,0,newport
14659,news,36,0,0,news
14660,newsboy,3,0,0,newsboy
14661,newspaper,30,0,0,newspap
14662,newspapers,27,0,0,newspap
14663,next,185,0,0,next
14664,next322,1,0,0,next322
14665,niagara,3,0,0,niagara
14666,nibbled,1,0,0,nibbl
14667,nibbles,1,0,0,nibbl
14668,nicaragua,1,0,0,nicaragua
14669,nice,15,0,0,nice
14670,nicely,3,0,0,nice
14671,nicer,1,0,0,nicer
14672,nicest,2,0,0,nicest
14673,niceties,1,0,0,niceti
14674,nicholas,1,0,0,nichola
14675,nicholson,3,0,0,nicholson
14676,nicht,4,0,0,nicht
14677,nick,1,0,0,nick
14678,nickel,2,0,0,nickel
14679,nickels,1,0,0,nickel
14680,niece,1,0,0,niec
14681,nieces,2,0,0,niec
14682,niekerk,1,0,0,niekerk
14683,niger,28,0,0,niger
14684,nigeria,7,0,0,nigeria
14685,niggardly,1,0,0,niggardli
14686,nigger,45,0,0,nigger
14687,niggers,45,0,0,nigger
14688,nigh,16,0,0,nigh
14689,night,396,0,0,night
14690,nightfall,2,0,0,nightfal
14691,nightingale,1,0,0,nightingal
14692,nightly,2,0,0,nightli
14693,nightmare,3,0,0,nightmar
14694,nights,22,0,0,night
14695,nigritian,1,0,0,nigritian
14696,nikaula,1,0,0,nikaula
14697,nile,41,0,0,nile
14698,niliss,1,0,0,niliss
14699,nilly,1,0,0,nilli
14700,nilotic,3,0,0,nilot
14701,nimbus,1,0,0,nimbu
14702,nimrod,1,0,0,nimrod
14703,nine,101,0,0,nine
14704,nineteen,15,0,0,nineteen
14705,nineteenth,47,0,0,nineteenth
14706,ninety,19,0,0,nineti
14707,ninth,7,0,0,ninth
14708,nissage,1,0,0,nissag
14709,nitrogen,4,0,0,nitrogen
14710,no,1822,0,1,no
14711,no67,1,0,0,no67
14712,noah,2,0,0,noah
14713,noahs,1,0,0,noah
14714,nobadæ,1,0,0,nobadæ
14715,nobility,6,0,0,nobil
14716,noble,56,0,0,nobl
14717,noblehearted,1,0,0,nobleheart
14718,nobleminded,1,0,0,noblemind
14719,nobleness,1,0,0,nobl
14720,nobler,6,0,0,nobler
14721,nobles,3,0,0,nobl
14722,noblest,7,0,0,noblest
14723,nobly,6,0,0,nobli
14724,nobody,17,0,0,nobodi
14725,nod,4,0,0,nod
14726,nodded,1,0,0,nod
14727,nodding,2,0,0,nod
14728,noir,1,0,0,noir
14729,noise,24,0,0,nois
14730,noiselessly,4,0,0,noiselessli
14731,noises,3,0,0,nois
14732,noisier,1,0,0,noisier
14733,noisily,1,0,0,noisili
14734,noisome,2,0,0,noisom
14735,noisy,6,0,0,noisi
14736,nomadic,2,0,0,nomad
14737,nomads,1,0,0,nomad
14738,nominal,13,0,0,nomin
14739,nominally,5,0,0,nomin
14740,nominating,1,0,0,nomin
14741,nominations,1,0,0,nomin
14742,non,28,0,0,non
14743,none,88,0,0,none
14744,nonsencesic,1,0,0,nonsences
14745,nonsense,7,0,0,nonsens
14746,nonslaveholder,1,0,0,nonslavehold
14747,nonslaveholding,1,0,0,nonslavehold
14748,nook,2,0,0,nook
14749,noon,17,0,0,noon
14750,noonday,3,0,0,noonday
14751,noontide,1,0,0,noontid
14752,nor,280,0,1,nor
14753,nor66,1,0,0,nor66
14754,nord,1,0,0,nord
14755,nordhoffs,1,0,0,nordhoff
14756,nordic,1,0,0,nordic
14757,norfolk,2,0,0,norfolk
14758,normal,55,0,0,normal
14759,norman,1,0,0,norman
14760,north,432,0,0,north
14761,north256,1,0,0,north256
14762,northampton,3,0,0,northampton
14763,northeast,6,0,0,northeast
14764,northeastern,2,0,0,northeastern
14765,northern,126,0,0,northern
14766,northerners,2,0,0,northern
14767,northward,27,0,0,northward
14768,northwest,11,0,0,northwest
14769,northwestern,1,0,0,northwestern
14770,norwalk,1,0,0,norwalk
14771,nose,14,0,0,nose
14772,nosed,3,0,0,nose
14773,nosily,1,0,0,nosili
14774,nosseyeb,1,0,0,nosseyeb
14775,nostrils,4,0,0,nostril
14776,not,4188,0,1,not
14777,not14,1,0,0,not14
14778,notabilities,1,0,0,notabl
14779,notable,14,0,0,notabl
14780,notably,3,0,0,notabl
14781,notch,2,0,0,notch
14782,note,71,0,0,note
14783,notebook,1,0,0,notebook
14784,noted,32,0,0,note
14785,notes,12,0,0,note
14786,noth,2,0,0,noth
14787,nothin,1,0,0,nothin
14788,nothing,323,0,0,noth
14789,nothingness,2,0,0,nothing
14790,nothings,1,0,0,noth
14791,nothwithstanding,1,0,0,nothwithstand
14792,notice,29,0,0,notic
14793,noticeable,7,0,0,notic
14794,noticeably,2,0,0,notic
14795,noticed,38,0,0,notic
14796,notices,3,0,0,notic
14797,noticing,2,0,0,notic
14798,notified,2,0,0,notifi
14799,notify,2,0,0,notifi
14800,noting,1,0,0,note
14801,notion,13,0,0,notion
14802,notions,18,0,0,notion
14803,notoriety,1,0,0,notorieti
14804,notorious,13,0,0,notori
14805,notoriously,2,0,0,notori
14806,nottoway,2,0,0,nottoway
14807,notwithstanding,63,0,0,notwithstand
14808,nough,1,0,0,nough
14809,noun,1,0,0,noun
14810,nourish,1,0,0,nourish
14811,nourishes,1,0,0,nourish
14812,nourishing,1,0,0,nourish
14813,nouveau,1,0,0,nouveau
14814,nova,2,0,0,nova
14815,novel,4,0,0,novel
14816,november,19,0,0,novemb
14817,novi,3,0,0,novi
14818,novice,1,0,0,novic
14819,novices,2,0,0,novic
14820,now,999,0,1,now
14821,now271,1,0,0,now271
14822,nowhere,17,0,0,nowher
14823,noxious,2,0,0,noxiou
14824,noyes,1,0,0,noy
14825,nubia,8,0,0,nubia
14826,nubian,3,0,0,nubian
14827,nubians,6,0,0,nubian
14828,nuclei,2,0,0,nuclei
14829,nucleus,4,0,0,nucleu
14830,nudity,3,0,0,nuditi
14831,nuggets,1,0,0,nugget
14832,nuisance,1,0,0,nuisanc
14833,null,1,0,0,null
14834,nullification,1,0,0,nullif
14835,nullified,1,0,0,nullifi
14836,nullify,4,0,0,nullifi
14837,number,269,0,0,number
14838,number204,1,0,0,number204
14839,numbered,6,0,0,number
14840,numbering,4,0,0,number
14841,numberless,3,0,0,numberless
14842,numbers,80,0,0,number
14843,numerical,2,0,0,numer
14844,numerically,1,0,0,numer
14845,numerous,39,0,0,numer
14846,nun,1,0,0,nun
14847,nunez,1,0,0,nunez
14848,nupe,7,0,0,nupe
14849,nupeland,1,0,0,nupeland
14850,nurse,21,0,0,nurs
14851,nursed,4,0,0,nurs
14852,nurseries,1,0,0,nurseri
14853,nursery,1,0,0,nurseri
14854,nurses,11,0,0,nurs
14855,nursing,9,0,0,nurs
14856,nurture,3,0,0,nurtur
14857,nut,3,0,0,nut
14858,nutritious,1,0,0,nutriti
14859,nutritive,1,0,0,nutrit
14860,nuts,3,0,0,nut
14861,ny,2,0,0,ny
14862,nyangwe,1,0,0,nyangw
14863,nyanza,4,0,0,nyanza
14864,nyassa,1,0,0,nyassa
14865,nymphs,2,0,0,nymph
14866,o,106,0,1,o
14867,oak,17,0,0,oak
14868,oaken,2,0,0,oaken
14869,oakey,2,0,0,oakey
14870,oaks,5,0,0,oak
14871,oakum,1,0,0,oakum
14872,oases,1,0,0,oas
14873,oasis,2,0,0,oasi
14874,oath,9,0,0,oath
14875,oaths,9,0,0,oath
14876,oatmeal,1,0,0,oatmeal
14877,oats,5,0,0,oat
14878,ob,4,0,0,ob
14879,obdurate,8,0,0,obdur
14880,obe,2,0,0,obe
14881,obeah,1,0,0,obeah
14882,obedience,23,0,0,obedi
14883,obedient,4,0,0,obedi
14884,obeisance,1,0,0,obeis
14885,oberlin,19,0,0,oberlin
14886,obey,16,0,0,obey
14887,obeyed,16,0,0,obey
14888,obeying,3,0,0,obey
14889,obeys,1,0,0,obey
14890,obi,3,0,0,obi
14891,obia,1,0,0,obia
14892,obiah,1,0,0,obiah
14893,object,131,0,0,object
14894,object26,1,0,0,object26
14895,objected,6,0,0,object
14896,objecting,2,0,0,object
14897,objection,13,0,0,object
14898,objectionable,1,0,0,objection
14899,objections,19,0,0,object
14900,objective,3,0,0,object
14901,objectively,1,0,0,object
14902,objects,31,0,0,object
14903,obligation,6,0,0,oblig
14904,obligations,5,0,0,oblig
14905,obligato,1,0,0,obligato
14906,oblige,1,0,0,oblig
14907,obliged,12,0,0,oblig
14908,oblique,1,0,0,obliqu
14909,obliterated,3,0,0,obliter
14910,obliterates,1,0,0,obliter
14911,obliterating29,1,0,0,obliterating29
14912,obliteration,2,0,0,obliter
14913,obnoxious,1,0,0,obnoxi
14914,obron,1,0,0,obron
14915,obscure,1,0,0,obscur
14916,obscured,1,0,0,obscur
14917,obscurely,1,0,0,obscur
14918,obsequiousness,1,0,0,obsequi
14919,observable,1,0,0,observ
14920,observance,2,0,0,observ
14921,observances,1,0,0,observ
14922,observation,24,0,0,observ
14923,observations,6,0,0,observ
14924,observe,13,0,0,observ
14925,observed,35,0,0,observ
14926,observer,3,0,0,observ
14927,observers,1,0,0,observ
14928,observing,5,0,0,observ
14929,obstacle,5,0,0,obstacl
14930,obstacles,14,0,0,obstacl
14931,obstinacy,1,0,0,obstinaci
14932,obstinate,1,0,0,obstin
14933,obstinately,1,0,0,obstin
14934,obstructed,2,0,0,obstruct
14935,obstruction,1,0,0,obstruct
14936,obtain,18,0,0,obtain
14937,obtainable,1,0,0,obtain
14938,obtained,32,0,0,obtain
14939,obtaining,10,0,0,obtain
14940,obtainment,1,0,0,obtain
14941,obtains,2,0,0,obtain
14942,obtuseness,2,0,0,obtus
14943,obvious,10,0,0,obviou
14944,obviously,3,0,0,obvious
14945,occasion,72,0,0,occas
14946,occasional,13,0,0,occasion
14947,occasionally,25,0,0,occasion
14948,occasioned,2,0,0,occas
14949,occasions,22,0,0,occas
14950,occult,1,0,0,occult
14951,occupants,3,0,0,occup
14952,occupation,20,0,0,occup
14953,occupations,24,0,0,occup
14954,occupied,37,0,0,occupi
14955,occupies,4,0,0,occupi
14956,occupy,21,0,0,occupi
14957,occupying,9,0,0,occupi
14958,occur,10,0,0,occur
14959,occurred,38,0,0,occur
14960,occurrence,10,0,0,occurr
14961,occurrences,3,0,0,occurr
14962,occurring,3,0,0,occur
14963,occurs,4,0,0,occur
14964,ocean,18,0,0,ocean
14965,oceans,1,0,0,ocean
14966,oclock,48,0,0,oclock
14967,oct,1,0,0,oct
14968,october,37,0,0,octob
14969,octoroons,1,0,0,octoroon
14970,odd,6,0,0,odd
14971,odds,10,0,0,odd
14972,ode,1,0,0,ode
14973,odell,1,0,0,odel
14974,odious,1,0,0,odiou
14975,odiousness,2,0,0,odious
14976,odium,4,0,0,odium
14977,odonnell,1,0,0,odonnel
14978,odor,3,0,0,odor
14979,odors,1,0,0,odor
14980,oer,1,0,0,oer
14981,oerfleeced,1,0,0,oerfleec
14982,of,27909,0,1,of
14983,of124,1,0,0,of124
14984,of151,1,0,0,of151
14985,of179,1,0,0,of179
14986,of182,1,0,0,of182
14987,of28,1,0,0,of28
14988,of285,1,0,0,of285
14989,of288,1,0,0,of288
14990,of303,1,0,0,of303
14991,of324,1,0,0,of324
14992,of361,1,0,0,of361
14993,of368,1,0,0,of368
14994,of42,1,0,0,of42
14995,of84,1,0,0,of84
14996,off,278,0,1,off
14997,offal,3,0,0,offal
14998,offence,9,0,0,offenc
14999,offences,4,0,0,offenc
15000,offend,3,0,0,offend
15001,offended,9,0,0,offend
15002,offender,2,0,0,offend
15003,offenders,5,0,0,offend
15004,offending,1,0,0,offend
15005,offense,22,0,0,offens
15006,offenses,13,0,0,offens
15007,offensive,4,0,0,offens
15008,offer,28,0,0,offer
15009,offered,64,0,0,offer
15010,offered53,1,0,0,offered53
15011,offering,20,0,0,offer
15012,offerings,2,0,0,offer
15013,offers,9,0,0,offer
15014,office,84,0,0,offic
15015,officer,17,0,0,offic
15016,officered,5,0,0,offic
15017,officers,54,0,0,offic
15018,officers76,1,0,0,officers76
15019,offices,12,0,0,offic
15020,official,15,0,0,offici
15021,officially,2,0,0,offici
15022,officials,40,0,0,offici
15023,officious,2,0,0,offici
15024,offset,3,0,0,offset
15025,offsets,1,0,0,offset
15026,offspring,3,0,0,offspr
15027,oft,3,0,0,oft
15028,often,346,0,0,often
15029,oftener,4,0,0,often
15030,oftenest,2,0,0,oftenest
15031,oftentimes,1,0,0,oftentim
15032,ofttimes,2,0,0,ofttim
15033,ogden,1,0,0,ogden
15034,oge,1,0,0,oge
15035,oglethorpe,1,0,0,oglethorp
15036,oh,50,0,0,oh
15037,ohio,49,0,0,ohio
15038,ohio156,1,0,0,ohio156
15039,oho,1,0,0,oho
15040,oil,13,0,0,oil
15041,oilcloth,1,0,0,oilcloth
15042,oiled,1,0,0,oil
15043,oilstove,1,0,0,oilstov
15044,ointment,1,0,0,ointment
15045,oklahoma,1,0,0,oklahoma
15046,okra,1,0,0,okra
15047,old,682,0,0,old
15048,old325,1,0,0,old325
15049,olden,5,0,0,olden
15050,older,73,0,0,older
15051,oldest,29,0,0,oldest
15052,ole,3,0,0,ole
15053,oligarchy,2,0,0,oligarchi
15054,olive,2,0,0,oliv
15055,oliver,16,0,0,oliv
15056,olivers,1,0,0,oliv
15057,olivia,3,0,0,olivia
15058,olympian,1,0,0,olympian
15059,omaha,1,0,0,omaha
15060,omar,1,0,0,omar
15061,omen,2,0,0,omen
15062,omened,2,0,0,omen
15063,ominous,5,0,0,omin
15064,omission,2,0,0,omiss
15065,omissions,1,0,0,omiss
15066,omit,3,0,0,omit
15067,omits,1,0,0,omit
15068,omitted,4,0,0,omit
15069,omitting,2,0,0,omit
15070,omnibus,1,0,0,omnibu
15071,omnipotence,1,0,0,omnipot
15072,omnipotent,3,0,0,omnipot
15073,on,3084,0,1,on
15074,on74,1,0,0,on74
15075,once,343,0,1,onc
15076,oncoming,1,0,0,oncom
15077,onderdonk,4,0,0,onderdonk
15078,one,2525,0,0,one
15079,one366,1,0,0,one366
15080,oneida,3,0,0,oneida
15081,oneness,2,0,0,one
15082,ones,85,0,0,one
15083,oneself,1,0,0,oneself
15084,onine,1,0,0,onin
15085,onions,2,0,0,onion
15086,online,1,0,0,onlin
15087,onlooker,1,0,0,onlook
15088,onlookers,2,0,0,onlook
15089,only,953,0,1,onli
15090,only296,1,0,0,only296
15091,onset,1,0,0,onset
15092,onslaught,1,0,0,onslaught
15093,onslaughts,3,0,0,onslaught
15094,onward,14,0,0,onward
15095,onward240,1,0,0,onward240
15096,oo,2,0,0,oo
15097,oozing,4,0,0,ooz
15098,op,4,0,0,op
15099,oped,1,0,0,ope
15100,open,128,0,0,open
15101,opened,65,0,0,open
15102,opening,49,0,0,open
15103,openings,3,0,0,open
15104,openly,23,0,0,openli
15105,openness,1,0,0,open
15106,opens,5,0,0,open
15107,opera,5,0,0,opera
15108,operate,8,0,0,oper
15109,operated,9,0,0,oper
15110,operates,4,0,0,oper
15111,operating,6,0,0,oper
15112,operation,33,0,0,oper
15113,operations,21,0,0,oper
15114,operative,3,0,0,oper
15115,operators,2,0,0,oper
15116,ophelias,1,0,0,ophelia
15117,ophir,3,0,0,ophir
15118,opinion,108,0,0,opinion
15119,opinions,18,0,0,opinion
15120,oponentssic,1,0,0,oponentss
15121,opossums,2,0,0,opossum
15122,opponent,1,0,0,oppon
15123,opponents,6,0,0,oppon
15124,opportunely,1,0,0,opportun
15125,opportunist,2,0,0,opportunist
15126,opportunities,35,0,0,opportun
15127,opportunity,179,0,0,opportun
15128,opportunity271,1,0,0,opportunity271
15129,oppose,21,0,0,oppos
15130,opposed,28,0,0,oppos
15131,opposes,1,0,0,oppos
15132,opposing,10,0,0,oppos
15133,opposite,33,0,0,opposit
15134,opposition,44,0,0,opposit
15135,oppress,5,0,0,oppress
15136,oppressed,35,0,0,oppress
15137,oppressing,1,0,0,oppress
15138,oppression,36,0,0,oppress
15139,oppressions,2,0,0,oppress
15140,oppressive,5,0,0,oppress
15141,oppressor,10,0,0,oppressor
15142,oppressors,6,0,0,oppressor
15143,opprest,1,0,0,opprest
15144,opprobrious,1,0,0,opprobri
15145,optimistic,1,0,0,optimist
15146,optimists,1,0,0,optimist
15147,or,2674,0,1,or
15148,or249,1,0,0,or249
15149,or269,1,0,0,or269
15150,oracle,1,0,0,oracl
15151,oracular,2,0,0,oracular
15152,oral,3,0,0,oral
15153,orange,5,0,0,orang
15154,oranges,1,0,0,orang
15155,oration,3,0,0,orat
15156,orations,1,0,0,orat
15157,orator,18,0,0,orat
15158,oratorical,1,0,0,orator
15159,orators,11,0,0,orat
15160,oratory,4,0,0,oratori
15161,orchard,12,0,0,orchard
15162,orchards,5,0,0,orchard
15163,orchestra,10,0,0,orchestra
15164,orchestral,1,0,0,orchestr
15165,ordain,1,0,0,ordain
15166,ordained,4,0,0,ordain
15167,ordains,1,0,0,ordain
15168,ordeal,2,0,0,ordeal
15169,order,188,0,0,order
15170,order163,1,0,0,order163
15171,ordered,41,0,0,order
15172,ordering,3,0,0,order
15173,orderly,5,0,0,orderli
15174,orders,33,0,0,order
15175,ordinance,1,0,0,ordin
15176,ordinances,4,0,0,ordin
